,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,year,month,day,Data Value
15031,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,204.0,East New York,2005-2007,2005,1,1,100.1
17780,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403.0,Jackson Heights (CD3),Summer 2021,2021,6,1,12.7
6469,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503.0,Willowbrook,2009-2011,2009,1,1,32.8
14216,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210.0,Coney Island - Sheepshead Bay,Summer 2013,2013,6,1,9.7
13836,386,Ozone (O3),Mean,ppb,Borough,3.0,Manhattan,Summer 2010,2010,6,1,28.2
2021,643,Annual vehicle miles traveled,Million miles,per square mile,CD,412.0,Jamaica and Hollis (CD12),2019,2019,1,1,39.3
1414,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205.0,Sunset Park,Winter 2017-18,2017,12,1,25.8
9753,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,Winter 2021-22,2021,12,1,19.4
15598,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402.0,Woodside and Sunnyside (CD2),Annual Average 2009,2008,12,1,11.9
35,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Summer 2012,2012,6,1,12.3
12064,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,107.0,Hunts Point - Mott Haven,2017-2019,2017,1,1,4.0
11334,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306.0,Chelsea - Clinton,2009-2011,2009,1,1,14.1
1582,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,202.0,Downtown - Heights - Slope,2012-2014,2012,1,2,76.9
8712,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,202.0,Downtown - Heights - Slope,2012-2014,2012,1,2,87.6
5902,386,Ozone (O3),Mean,ppb,Borough,1.0,Bronx,Summer 2012,2012,6,1,34.6
14156,386,Ozone (O3),Mean,ppb,UHF42,502.0,Stapleton - St. George,Summer 2010,2010,6,1,34.3
4231,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Summer 2019,2019,6,1,8.3
10931,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307.0,Upper East Side-Gramercy,Winter 2010-11,2010,12,1,15.4
3277,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,Annual Average 2017,2017,1,1,7.9
1385,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,206.0,Borough Park,2005,2005,1,1,57.8
7756,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411.0,Bayside and Little Neck (CD11),Winter 2011-12,2011,12,1,8.9
3733,386,Ozone (O3),Mean,ppb,CD,304.0,Bushwick (CD4),Summer 2013,2013,6,1,30.4
13257,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,Summer 2013,2013,6,1,11.0
9380,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,Annual Average 2012,2011,12,1,9.6
17939,386,Ozone (O3),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Summer 2012,2012,6,1,31.7
15142,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304.0,Upper West Side,Annual Average 2015,2015,1,1,23.9
8757,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Annual Average 2015,2015,1,1,7.9
11398,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,309.0,Union Square - Lower East Side,2010,2010,1,1,3.4
838,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,402.0,West Queens,2017-2019,2017,1,1,12.0
752,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207.0,East Flatbush - Flatbush,Summer 2016,2016,6,1,8.1
9264,386,Ozone (O3),Mean,ppb,UHF34,410.0,Rockaways,Summer 2014,2014,6,1,36.3
8361,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Annual Average 2015,2015,1,1,31.2
2516,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409.0,Southeast Queens,Annual Average 2019,2019,1,1,14.5
15271,386,Ozone (O3),Mean,ppb,UHF34,305307.0,Upper East Side-Gramercy,Summer 2021,2021,6,1,27.4
2966,386,Ozone (O3),Mean,ppb,CD,310.0,Bay Ridge and Dyker Heights (CD10),Summer 2019,2019,6,1,29.7
8889,386,Ozone (O3),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Summer 2016,2016,6,1,32.6
3416,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Winter 2016-17,2016,12,1,34.7
15190,386,Ozone (O3),Mean,ppb,UHF34,306308.0,Chelsea-Village,Summer 2019,2019,6,1,24.2
13267,386,Ozone (O3),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Summer 2017,2017,6,1,29.3
16596,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,Winter 2017-18,2017,12,1,22.7
16359,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,Winter 2013-14,2013,12,1,26.9
5477,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504.0,Southern SI,Winter 2010-11,2010,12,1,21.8
15090,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,408.0,Jamaica,2015-2017,2015,1,1,31.7
13603,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201.0,Mott Haven and Melrose (CD1),Annual Average 2018,2018,1,1,21.2
1236,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313.0,Coney Island (CD13),Annual Average 2022,2022,1,1,12.8
13276,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Summer 2013,2013,6,1,20.6
8323,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303.0,East Harlem,Summer 2016,2016,6,1,8.9
15508,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107.0,South Bronx,Winter 2013-14,2013,12,1,13.1
696,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,207.0,East Flatbush - Flatbush,2013,2013,1,1,2.3
17460,643,Annual vehicle miles traveled,Million miles,per square mile,CD,313.0,Coney Island (CD13),2019,2019,1,1,41.0
11990,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,104.0,Pelham - Throgs Neck,2010,2010,1,1,4.1
13217,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Annual Average 2016,2015,12,31,20.9
5590,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103.0,Fordham - Bronx Pk,Winter 2017-18,2017,12,1,8.2
15536,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),Summer 2011,2011,6,1,11.7
17570,643,Annual vehicle miles traveled,Million miles,per square mile,CD,407.0,Flushing and Whitestone (CD7),2010,2010,1,1,52.8
5397,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Winter 2016-17,2016,12,1,26.9
1118,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),Winter 2018-19,2018,12,1,7.1
5796,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,5.0,Staten Island,2015-2017,2015,1,1,20.8
2747,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,205.0,Sunset Park,2005,2005,1,1,59.9
10059,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,Summer 2015,2015,6,1,15.8
5667,386,Ozone (O3),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Summer 2020,2020,6,1,29.6
6423,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,Winter 2020-21,2020,12,1,20.5
14199,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407.0,Flushing and Whitestone (CD7),Annual Average 2019,2019,1,1,16.3
6460,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103.0,Fordham - Bronx Pk,Annual Average 2015,2015,1,1,19.8
4416,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Winter 2021-22,2021,12,1,20.1
8726,386,Ozone (O3),Mean,ppb,UHF42,406.0,Fresh Meadows,Summer 2013,2013,6,1,30.7
17799,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302.0,Central Harlem - Morningside Heights,Annual Average 2017,2017,1,1,7.9
2472,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,Summer 2021,2021,6,1,7.2
9725,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Summer 2015,2015,6,1,16.5
10913,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",Borough,3.0,Manhattan,2017-2019,2017,1,1,9.0
17086,386,Ozone (O3),Mean,ppb,UHF34,410.0,Rockaways,Summer 2021,2021,6,1,34.8
263,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Summer 2014,2014,6,1,13.6
9784,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206.0,Borough Park,Summer 2019,2019,6,1,13.6
6980,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),Annual Average 2018,2018,1,1,7.3
5071,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Summer 2012,2012,6,1,20.6
1865,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,Annual Average 2014,2013,12,1,17.6
7703,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403.0,Flushing - Clearview,2017-2019,2017,1,1,10.0
5947,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104.0,Pelham - Throgs Neck,Annual Average 2012,2011,12,1,9.2
387,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406.0,Fresh Meadows,Summer 2022,2022,6,1,10.6
16110,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,Summer 2009,2009,6,1,19.0
8331,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,Summer 2015,2015,6,1,8.3
16817,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310.0,Union Square-Lower Manhattan,Winter 2017-18,2017,12,1,9.8
14382,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401.0,Long Island City and Astoria (CD1),Annual Average 2016,2015,12,31,7.8
688,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,207.0,East Flatbush - Flatbush,2009-2011,2009,1,1,10.5
5959,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Winter 2009-10,2009,12,1,10.4
13528,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,Annual Average 2017,2017,1,1,8.2
6734,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406.0,Fresh Meadows,Annual Average 2015,2015,1,1,18.8
7004,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),Winter 2012-13,2012,12,1,9.7
616,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2018,2018,1,1,19.4
16840,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),Annual Average 2022,2022,1,1,5.8
4058,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204.0,Highbridge and Concourse (CD4),Winter 2018-19,2018,12,1,23.8
6070,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210.0,Coney Island - Sheepshead Bay,Summer 2018,2018,6,1,7.9
5257,386,Ozone (O3),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2018,2018,6,1,30.2
11816,386,Ozone (O3),Mean,ppb,CD,315.0,Sheepshead Bay (CD15),Summer 2019,2019,6,1,33.3
6986,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502.0,Northern SI,Annual Average 2014,2013,12,1,16.2
7750,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211.0,Morris Park and Bronxdale (CD11),Annual Average 2014,2013,12,1,8.9
2720,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Annual Average 2010,2009,12,1,9.2
17329,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,402.0,Woodside and Sunnyside (CD2),2005,2005,1,1,72.8
182,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2021,2021,6,1,20.2
12124,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Summer 2016,2016,6,1,22.2
9771,386,Ozone (O3),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Summer 2015,2015,6,1,31.8
3183,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211.0,Williamsburg - Bushwick,Summer 2011,2011,6,1,21.2
17452,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,4.0,Queens,2005,2005,1,1,47.7
7781,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203.0,Morrisania and Crotona (CD3),Annual Average 2013,2012,12,1,9.4
1248,386,Ozone (O3),Mean,ppb,CD,313.0,Coney Island (CD13),Summer 2011,2011,6,1,37.5
16277,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),Annual Average 2018,2018,1,1,18.8
2227,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),Winter 2012-13,2012,12,1,12.6
17052,386,Ozone (O3),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Summer 2013,2013,6,1,30.6
589,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Annual Average 2022,2022,1,1,20.5
3324,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,Winter 2017-18,2017,12,1,28.1
11276,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,310.0,Bay Ridge and Dyker Heights (CD10),2010,2010,1,1,3.7
4127,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,Summer 2012,2012,6,1,25.3
957,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Annual Average 2014,2013,12,1,37.1
12434,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,310.0,Lower Manhattan,2012-2014,2012,1,2,34.4
2256,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Winter 2020-21,2020,12,1,25.9
14540,386,Ozone (O3),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Summer 2022,2022,6,1,34.6
7718,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Annual Average 2016,2015,12,31,15.6
17275,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Annual Average 2022,2022,1,1,14.7
717,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Annual Average 2017,2017,1,1,18.8
12266,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,Summer 2011,2011,6,1,15.4
694,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Summer 2016,2016,6,1,9.8
3696,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),Winter 2011-12,2011,12,1,10.9
8749,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Annual Average 2009,2008,12,1,9.8
10687,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,501.0,Port Richmond,2005-2007,2005,1,1,92.9
4425,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Summer 2017,2017,6,1,13.4
9392,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407.0,Flushing and Whitestone (CD7),Annual Average 2020,2020,1,1,15.6
6940,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,Borough,1.0,Bronx,2011,2011,1,1,2.0
16734,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203.0,Morrisania and Crotona (CD3),Winter 2017-18,2017,12,1,8.4
1849,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Winter 2017-18,2017,12,1,29.6
14720,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405.0,Ridgewood - Forest Hills,Summer 2010,2010,6,1,18.5
7624,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Annual Average 2012,2011,12,1,8.1
6446,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Summer 2020,2020,6,1,6.6
9483,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403.0,Flushing - Clearview,Winter 2011-12,2011,12,1,9.2
7966,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107.0,South Bronx,Summer 2019,2019,6,1,8.5
12925,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307.0,Upper East Side-Gramercy,Winter 2016-17,2016,12,1,32.3
821,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Winter 2018-19,2018,12,1,29.5
1170,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,Winter 2012-13,2012,12,1,22.2
11958,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,107.0,Hunts Point - Mott Haven,2005-2007,2005,1,1,130.1
13588,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),Summer 2016,2016,6,1,14.2
11687,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503.0,Tottenville and Great Kills (CD3),Annual Average 2010,2009,12,1,8.8
17033,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Borough,4.0,Queens,2009-2011,2009,1,1,40.5
13080,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308.0,Chelsea-Village,Summer 2017,2017,6,1,11.1
1947,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301.0,Greenpoint and Williamsburg (CD1),Winter 2020-21,2020,12,1,8.1
2500,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,Winter 2011-12,2011,12,1,10.8
9203,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),Winter 2019-20,2019,12,1,7.7
6524,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,Annual Average 2017,2017,1,1,18.3
9148,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,503.0,Willowbrook,2015,2015,1,1,0.0
6952,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,308.0,Greenwich Village - SoHo,2012-2014,2012,1,2,18.1
13170,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105.0,Crotona -Tremont,Winter 2015-16,2015,12,1,24.1
6662,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502.0,Northern SI,Summer 2013,2013,6,1,9.4
17431,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208.0,Canarsie - Flatlands,Summer 2010,2010,6,1,14.3
1892,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2011,2010,12,1,13.1
7699,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,305.0,Upper East Side,2012-2014,2012,1,2,4.3
9101,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207.0,East Flatbush - Flatbush,Annual Average 2016,2015,12,31,7.6
3575,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,302.0,Central Harlem - Morningside Heights,2005-2007,2005,1,1,30.6
7305,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101.0,Kingsbridge - Riverdale,Annual Average 2022,2022,1,1,6.0
9754,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Winter 2010-11,2010,12,1,30.7
15449,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310.0,Union Square-Lower Manhattan,Annual Average 2009,2008,12,1,12.4
16001,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204.0,Highbridge and Concourse (CD4),Summer 2011,2011,6,1,22.2
2942,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310.0,Lower Manhattan,Summer 2013,2013,6,1,12.2
1595,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,305.0,Upper East Side,2009-2011,2009,1,1,9.4
9766,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,308.0,Greenwich Village - SoHo,2017-2019,2017,1,1,2.0
16751,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407.0,Southwest Queens,Summer 2016,2016,6,1,7.6
5684,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207.0,East Flatbush - Flatbush,Summer 2018,2018,6,1,8.3
2857,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Winter 2011-12,2011,12,1,12.2
8851,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315.0,Sheepshead Bay (CD15),Summer 2014,2014,6,1,8.0
6872,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502.0,South Beach and Willowbrook (CD2),Annual Average 2018,2018,1,1,6.5
10702,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,301.0,Washington Heights,2014,2014,1,1,1.7
3191,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207.0,East Flatbush - Flatbush,Summer 2009,2009,6,1,10.8
6445,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Summer 2018,2018,6,1,7.5
15088,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Winter 2021-22,2021,12,1,21.6
17931,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403.0,Jackson Heights (CD3),Winter 2008-09,2008,12,1,30.7
5436,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406.0,Rego Park and Forest Hills (CD6),Summer 2021,2021,6,1,11.1
8687,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,Annual Average 2011,2010,12,1,8.4
11927,643,Annual vehicle miles traveled,Million miles,per square mile,CD,411.0,Bayside and Little Neck (CD11),2019,2019,1,1,73.6
348,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Winter 2017-18,2017,12,1,9.4
4144,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,Winter 2010-11,2010,12,1,14.0
7095,386,Ozone (O3),Mean,ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Summer 2016,2016,6,1,31.6
1838,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Winter 2013-14,2013,12,1,13.0
7369,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402.0,Woodside and Sunnyside (CD2),Winter 2016-17,2016,12,1,9.4
11962,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Winter 2018-19,2018,12,1,21.8
7032,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502.0,Northern SI,Summer 2014,2014,6,1,11.5
15501,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313.0,Coney Island (CD13),Annual Average 2009,2008,12,1,18.4
8459,386,Ozone (O3),Mean,ppb,CD,310.0,Bay Ridge and Dyker Heights (CD10),Summer 2013,2013,6,1,30.3
7787,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101.0,Kingsbridge - Riverdale,Annual Average 2014,2013,12,1,9.0
11284,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,103.0,Fordham - Bronx Pk,2017-2019,2017,1,1,12.0
6167,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Annual Average 2020,2020,1,1,18.8
8243,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,307.0,Gramercy Park - Murray Hill,2012-2014,2012,1,2,9.0
2574,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Summer 2011,2011,6,1,11.2
15122,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312.0,Borough Park (CD12),Winter 2012-13,2012,12,1,25.9
14504,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,Winter 2013-14,2013,12,1,13.6
14336,386,Ozone (O3),Mean,ppb,CD,312.0,Borough Park (CD12),Summer 2016,2016,6,1,33.5
12960,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,105.0,Crotona -Tremont,2015-2017,2015,1,1,38.4
